OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18010030,01/06/2018,00:01:00,01/06/2018,23:59:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010051,01/12/2018,14:30:00,01/12/2018,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Police Criminal Investigations Division,828,,West Peachtree Street NW,,-84.38767,1
18010167,01/30/2018,19:05:00,01/30/2018,19:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW @ 10th Street  NW,,,,,,1
18010168,01/30/2018,20:46:00,01/30/2018,20:54:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Eighth Street  NW,,,,,,1
18020183,02/01/2018,15:52:00,02/01/2018,15:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,NAA Turnaround,120,,North Avenue NW,,,1
18020318,02/20/2018,07:57:00,02/20/2018,08:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Parking Office (PTS)   178   Z2,828,,West Peachtree Street NW,33.777138,-84.387672,1
18020346,02/22/2018,18:13:00,02/22/2018,18:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18020357,02/23/2018,10:05:00,02/23/2018,10:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,801,,Ferst Drive NW,33.776967917900002,-84.400502691,1
18030457,03/06/2018,17:12:00,03/06/2018,17:13:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street NW,,,1
18030463,03/02/2018,16:00:00,03/02/2018,17:00:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.774681795699998,-84.396379388400007,1
18030477,03/09/2018,23:23:00,03/09/2018,23:40:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z4,,,,Hemphill Avenue @ Eighth Street NW,,,1
18010006,01/02/2018,15:20:00,01/02/2018,15:49:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,,,,1
18010013,01/03/2018,08:45:00,01/03/2018,20:45:00,2308,Larceny - From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Parking and Transportation Services,828,,W. Peachtree Street  NW,33.776614159099999,-84.397329909099994,1
18010026,01/07/2018,21:14:00,01/08/2018,00:49:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Klaus Parking Deck,266,,Ferst Drive,,,1
18010046,01/11/2018,08:22:00,01/11/2018,08:36:00,9999,Non-Crime (not reported to state),Further Investigation,,PUB,Z1,,,,Tenth Street @ Fowler Street NW,33.781530,-84.393571,1
18010105,01/21/2018,00:42:00,01/21/2018,01:03:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,NONCAM,Z1,Theta Chi Fraternity,840,,Techwood Drive  NW,33.777619340000001,-84.392350068100001,1
18010111,01/22/2018,11:41:00,01/22/2018,12:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street NW,33.77668,-84.38863,1
18010124,01/24/2018,12:15:00,01/24/2018,12:15:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z3,Love Manufacturing Building,771,,Ferst Drive NW,33.776575441799999,-84.401673113499996,1
18010125,01/21/2018,00:30:00,01/21/2018,01:30:00,1199,Sexual Assault Offense Free Text,Inactive,,ONCAMRES,Z2,Theta Chi Fraternity,840,,Techwood Drive  NW,,,1
18010144,01/26/2018,22:05:00,01/26/2018,22:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA East,120,,North Avenue NW,,,1
18010156,01/29/2018,00:02:00,01/29/2018,02:04:00,5313,Curfew Violation,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Fourth Street  NW @ Techwood Drive  NW,,,,,,1
18010160,01/29/2018,22:29:00,01/29/2018,22:45:00,9999V,,Closed/Cleared,,ONCAM,Z2,,,,Techwood Drive  NW/Fourth Street  NW,,,2
18020182,02/01/2018,15:25:00,02/01/2018,15:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,33.77668,-84.38863,1
18010009,01/02/2018,21:18:00,01/02/2018,23:00:00,2408,Possession of Stolen Vehicle,Further Investigation,,NONCLERY,Z4,,1025,,Howell Mill Road  NW,,,1
18010049,01/12/2018,09:00:00,01/12/2018,10:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Center Street Apartments,939,,Hemphill Avenue  NW,33.780051239800002,-84.401987856700003,1
18010062,01/13/2018,03:09:00,01/13/2018,04:02:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street  NW,33.771707325999998,-84.3912515496,1
18010113,01/22/2018,10:00:00,01/22/2018,15:00:00,2204,Burglary - No Forced Entry - Residence,Inactive,,ONCAMRES,Z4,Eighth Street East Residence Hall,555,,Eighth Street  NW,,,1
18010139,01/25/2018,23:54:00,01/26/2018,01:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway NW @ Means Street NW,,,,,,1
18010162,01/30/2018,11:15:00,01/30/2018,11:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,,351,,Ferst Drive  NW,,,1
18020227,02/08/2018,22:46:00,02/08/2018,23:45:00,2804,Possession of Stolen Property,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ Howell Mill  NW,,,,,,1
18020247,02/11/2018,20:12:00,02/11/2018,21:19:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z1,Ferst Drive  NW @ Atlantic Drive  NW,,,,,,1
18020252,02/12/2018,10:18:00,02/12/2018,11:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,PUB,Z2,Fifth Street @ Spring Street,,,,33.776853,-84.388807,1
18020272,02/15/2018,11:13:00,02/15/2018,12:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Smith Residence Hall,630,,William Street NW,,,1
18020386,02/26/2018,11:25:00,02/26/2018,11:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.778956412500001,-84.401314659600004,1
18030431,03/02/2018,17:36:00,03/02/2018,18:30:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18010016,01/04/2018,08:25:00,01/04/2018,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building Lot (North),760,,State Street,,,1
18010038,01/10/2018,12:01:00,01/10/2018,12:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Gray House/Hayes House,733,,Techwood Drive NW,,,1
18010065,01/13/2018,20:46:00,01/13/2018,21:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Spring Street  NW at Lynden Avenue  NW,,,,33.770040,-84.388883,1
18010069,01/14/2018,16:41:00,01/14/2018,17:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,NORTH AVE NW,,,1
18020181,01/31/2018,19:31:00,01/31/2018,19:39:00,2599,Counterfeiting Free Text,Inactive,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,,,1
18020195,02/03/2018,01:20:00,02/03/2018,01:20:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Tenth Street NW / Fowler Street NW,,,1
18020267,02/14/2018,20:24:00,02/14/2018,21:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Eighth Street  NW,,,,,,1
18030471,03/08/2018,14:31:00,03/08/2018,15:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,ONCAM,Z1,,,,Fowler Street NW @ 10th Street NW,,,1
18030501,03/13/2018,10:04:00,03/13/2018,11:05:00,5404,Driving Under the Influence of Alcohol,Further Investigation,Cleared by Arrest,ONCAM,Z1,Georgia Public Broadcasting - GTRI  141A  Z1,260,,Fourteenth Street NW,33.7858,-84.3956,1
18030518,03/15/2018,09:30:00,,,9999W,,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,CODA Building   826   Z2,756,,West Peachtree Street NW,33.7752608303,-84.3876361753,1
18030521,03/15/2018,13:00:00,03/15/2018,13:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ferst Drive NW @ Fowler Street NW,,,,,,1
18030564,03/21/2018,16:00:00,03/21/2018,16:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18010015,01/04/2018,21:53:00,01/04/2018,23:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,,33.781552,-84.404199,1
18010064,01/13/2018,16:34:00,01/13/2018,16:52:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments South Building,120,,North Avenue NW,,,1
18010097,01/19/2018,20:10:00,01/19/2018,20:10:00,9999V,,Closed/Cleared,,ONCAMRES,Z2,NAA Turnaround,120,,North Avenue NW,,,1
18010130,01/24/2018,22:19:00,01/24/2018,23:59:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Ethel Street  NW,,,,,,1
18020179,01/14/2018,13:15:00,01/14/2018,14:15:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,,ONCAM,Z2,Amazon @ Georgia Tech,86,,Fifth Street  NW,,,1
18020194,02/02/2018,20:38:00,02/02/2018,20:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,,,,Fowler Street @ Ferst Drive,,,1
18020217,02/06/2018,21:53:00,02/06/2018,22:16:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW @ Deering Road,,,,,,1
18020392,02/15/2018,07:59:00,02/26/2018,20:03:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Schellar College of Business,800,,West Peachtree Street NW,,,1
18020394,01/27/2018,09:00:00,02/22/2018,14:00:00,2901,Damage to Property - Business,Further Investigation,,ONCAM,Z1,Griffin Track   342   Z1,930,,Fowler Street NW,33.7794475,-84.3950901,1
18030481,03/10/2018,18:00:00,03/10/2018,18:44:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,McCamish Pavilion,965,,Fowler Street  NW,33.781530,-84.393571,1
18030513,03/14/2018,16:25:00,03/14/2018,17:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,,PUB,Z2,Williams Street  NW at Fifth Street  NW,,,,,,1
18030599,03/20/2018,10:44:00,03/20/2018,11:18:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,,ONCAM,Z3,Van Leer Electrical Engineering Building   85  Z3,777,,Atlantic Drive NW,33.775855911500003,-84.397170809100004,1
18010058,01/13/2018,00:37:00,01/13/2018,00:57:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,14th Street  NW @ Northside Drive  NW,,,,,,1
18010078,01/16/2018,17:59:00,01/16/2018,20:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building,353,,Ferst Drive NW,,,1
18010100,01/19/2018,13:00:00,01/19/2018,21:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z2,Britain Dining Hall,649,,Techwood Drive  NW,,,1
18010120,01/23/2018,18:50:00,01/23/2018,19:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,,,,,33.775464005800004,-84.403499012599994,1
18010136,01/18/2018,12:00:00,01/25/2018,19:42:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,,,1
18020175,02/01/2018,07:15:00,02/01/2018,08:25:00,4104,Liquor - Possession Of,Further Investigation,Prosecution Declined,ONCAMRES,Z2,Matheson Residence Hall   92   Z2,715,,Techwood Drive  NW,33.7745062595,-84.39133,1
18020235,02/09/2018,19:45:00,02/09/2018,19:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,,,,Fifth Street @ Techwood Drive NW,33.776916,-84.392120,1
18020251,02/12/2018,09:28:00,02/12/2018,09:28:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.781957443700001,-84.396605664800006,1
18020388,02/23/2018,02:40:00,02/23/2018,02:45:00,3699,Sex Offense Free Text,Inactive,,NONCAM,Z1,Phi Gamma Delta Fraternity,841,,Fowler Street NW,,,1
18020396,02/27/2018,16:27:00,02/27/2018,16:46:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18030434,03/03/2018,02:05:00,03/03/2018,03:02:00,5311,Disorderly Conduct,Closed/Cleared,Cleared by Arrest,PUB,Z2,Tenth Street  NW @ Williams Street  NW,,,,,,1
18030489,03/02/2018,07:00:00,03/02/2018,12:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Landscape Offices,915,,Atlantic Dr. NW,,,1
18010063,01/13/2018,03:17:00,01/13/2018,04:03:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street NW,,,1
18010138,01/25/2018,23:20:00,01/25/2018,23:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ 8th Street  NW,,,,,,1
18010159,01/29/2018,21:37:00,01/29/2018,22:29:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7741941966,-84.390936214000007,1
18010161,01/28/2018,16:00:00,01/30/2018,07:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue  NW,33.771865,-84.393316,1
18020180,02/01/2018,11:30:00,02/01/2018,12:20:00,2308,Larceny - From Building,Further Investigation,,ONCAM,Z4,West Village Dining Commons,532,,Eighth Street NW,,,1
18020212,02/06/2018,01:00:00,02/06/2018,01:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18020231,02/08/2018,20:00:00,02/08/2018,21:30:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.775464005800004,-84.403499012599994,1
18020263,02/13/2018,22:50:00,02/14/2018,00:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z3,Bobby Dodd Way @ Powerplant Drive,,,,,,1
18030433,03/02/2018,23:09:00,03/03/2018,00:40:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ State Street  NW,,,,,,1
18030440,03/04/2018,00:52:00,03/04/2018,01:35:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Fulmer Residence Hall,871,,McMillan Street  NW,33.778647731100001,-84.403883816000004,1
18030451,03/05/2018,22:22:00,03/06/2018,00:11:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,NAA Dining Hall,120,,North Avenue,33.77101,-84.3913,1
18030526,03/15/2018,20:20:00,03/15/2018,20:22:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,,,1
18010092,01/18/2018,19:21:00,01/18/2018,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW at Atlantic Drive  NW,,,,33.781541,-84.399159,1
18010118,01/12/2018,16:00:00,01/23/2018,16:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,,,1
18020198,02/03/2018,00:01:00,02/03/2018,01:00:00,2399,Larceny Offense Free Text,Closed/Cleared,Unfounded,ONCAM,Z2,,154,,Fifth Street NW,33.7745062595,-84.39133,1
18020202,02/03/2018,18:28:00,02/03/2018,19:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,75/85 Northbound,,,,,,1
18020222,01/24/2018,12:00:00,01/24/2018,12:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,,,Fifth Street @ Techwood Drive NW,33.776916,-84.392120,1
18020356,02/20/2018,17:00:00,02/22/2018,12:00:00,2205,Burglary - No Forced Entry -NonResidence,Inactive,,ONCAM,Z2,Library-East Tower (Crosland)   100   Z2,241,,Bobby Dodd Way NW,33.7744717413,-84.3949261732,1
18020361,02/19/2018,21:00:00,02/19/2018,21:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Brittain Recreation Facility,649,,Techwood Drive NW,,,1
18020362,02/22/2018,15:00:00,02/22/2018,16:20:00,2317,Larceny - Bicycle,Inactive,,ONCAM,Z4,CRC,750,,Ferst Drive NW,,,1
18020376,02/25/2018,15:55:00,02/25/2018,16:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA South,120,,North Avenue  NW,33.76932,-84.39182,1
18020407,02/28/2018,18:28:00,02/28/2018,18:54:00,9999V,,Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,,,1
18030510,03/14/2018,07:37:00,03/14/2018,07:37:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z3,Pi Kappa Phi Fraternity,220,,Ferst Drive  NW,33.7766739637,-84.3943048516,1
18030569,03/22/2018,15:14:00,03/22/2018,15:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Cloudman Residence Hall   13  Z2,661,,Techwood Drive NW,33.772797287899998,-84.391622187999999,1
18030581,02/22/2018,12:50:00,03/23/2018,07:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z3,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010028,01/08/2018,21:30:00,01/09/2018,21:45:00,2317,Larceny - Bicycle,Further Investigation,,NONCAM,Z2,Beta Theta Pi Fraternity   303   Z2,764,,Fowler Street NW,33.775519708200001,-84.394475750500007,1
18010048,01/11/2018,18:53:00,01/11/2018,19:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Center Street Apartments - North,939,,Hemphill Avenue  NW,33.7800512398,-84.4019878567,1
18010091,01/18/2018,18:00:00,01/18/2018,18:04:00,5499,Traffic Offense (describe offense),Closed/Cleared,,ONCAM,Z4,Tech Parkway  NW @ State Street  NW,,,,33.773073,-84.399196,1
18020197,02/02/2018,19:00:00,02/03/2018,09:15:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z1,Family Apartments Parking Deck (specify level),251,,Tenth Street,,,1
18020313,02/19/2018,16:42:00,02/19/2018,16:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Howey Physics Building,800,,Atlantic Drive NW,33.7774229491,-84.398467142599998,1
18020359,02/23/2018,13:00:00,02/23/2018,13:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building,879,,Hemphill Avenue  NW,33.778956412500001,-84.401314659600004,1
18020378,02/25/2018,16:30:00,02/25/2018,16:32:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18020379,02/25/2018,17:02:00,02/25/2018,19:05:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Hotel & Conference Center,800,,Spring Street  NW,33.776343252300002,-84.389307920199997,1
18020397,02/13/2018,16:00:00,02/13/2018,17:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building,879,,Hemphill Avenue  NW,,,1
18030461,03/07/2018,17:45:00,03/07/2018,18:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Manufacturing Related Disciplines Complex,801,,Ferst Drive NW,,,1
18030479,03/10/2018,10:59:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA South  191  Z2,120,,North Avenue NW,33.76932,-84.39182,1
18030497,03/12/2018,23:41:00,03/13/2018,00:24:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,Z4,,,,Tenth Street NW / Northside Drive NW,,,1
18010011,01/03/2018,17:30:00,01/03/2018,17:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Sixth Street @ Fowler Street,,,Sixth Street,,,1
18010036,01/10/2018,11:11:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Zelnak Basketball Practice Facility,965,,Fowler Street NW,,,1
18010050,01/12/2018,06:06:00,01/12/2018,06:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA North  191  Z2,120,,North Avenue  NW,33.77058,-84.39095,1
18010150,01/28/2018,00:45:00,01/28/2018,02:40:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,,33.775156,-84.391976,1
18020292,02/16/2018,23:38:00,02/16/2018,23:59:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z4,,,,Hemphill Avenue NW / Ninth Street NW,,,1
18020317,02/20/2018,03:08:00,02/20/2018,03:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street @ State Street,,,,,,1
18020366,02/24/2018,23:58:00,02/25/2018,00:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Stamps Field,750,,Ferst Drive Nw,,,1
18020406,02/28/2018,15:00:00,02/28/2018,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18030417,03/01/2018,17:07:00,03/01/2018,17:28:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,Z4,,,,Tenth Street @ Northside Drive NW,,,1
18030505,03/13/2018,19:30:00,03/13/2018,20:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Cloudman Residence Hall,661,,Techwood Drive NW,33.772797287899998,-84.391622187999999,1
18030511,03/14/2018,10:54:00,03/14/2018,11:30:00,8399,,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Library   77   Z2,704,,Cherry Street  NW,33.774317321700003,-84.395723825199994,1
18030538,03/16/2018,20:00:00,03/16/2018,20:15:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,,Technology Square Research Building,85,,Fifth Street NW,,,1
18030638,03/28/2018,16:20:00,03/28/2018,18:00:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z2,Technology Square Parking Deck,800,,Spring Street  NW,33.778956412500001,-84.401314659600004,1
18010002,01/01/2018,15:28:00,01/01/2018,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue  NW,33.7800571006,-84.4035189284,1
18010022,01/07/2018,04:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7750811266,-84.3943248793,1
18010057,01/12/2018,21:07:00,01/12/2018,22:30:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,,,,,,,1
18010102,01/20/2018,19:50:00,01/20/2018,19:55:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Parking and Transportaiton Services,828,,West Peachtree Street NW,33.776280525200001,-84.3880186544,1
18010122,01/24/2018,10:00:00,01/24/2018,10:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,,,1
18010142,01/22/2018,07:00:00,01/25/2018,11:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010165,01/23/2018,09:00:00,01/23/2018,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,College of Computing,801,,Atlantic Drive  NW,,,1
18020219,02/07/2018,13:24:00,02/07/2018,13:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,,,1
18020232,02/09/2018,16:42:00,02/09/2018,16:42:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z3,Great Clips Technology Square,74,,5th Street  NW,,,1
18020315,02/19/2018,23:53:00,02/19/2018,23:53:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Fowler Street NW/ Eighth Street NW,,,1
18020352,02/23/2018,00:18:00,02/23/2018,12:30:00,3542,Synthetic Narcotic - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,14th Steet  NW @ Francis Street  NW,,,,,,1
18020354,02/22/2018,23:48:00,02/23/2018,04:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18010034,01/09/2018,21:00:00,01/09/2018,21:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive  NW,33.778896623599998,-84.396036089199995,1
18010068,01/14/2018,02:00:00,01/14/2018,02:50:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,112,,Bobby Dodd Way NW,33.773432325900004,-84.391000115200001,1
18010071,01/14/2018,21:06:00,01/14/2018,21:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,,,1
18010082,01/17/2018,09:15:00,01/17/2018,17:15:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,,,1
18010090,01/18/2018,16:45:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,Fifth Street  NW @ Spring Street  NW,,,,33.775887,-84.388809,1
