OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18010113,01/22/2018,10:00:00,01/22/2018,15:00:00,2204,Burglary - No Forced Entry - Residence,Inactive,,ONCAMRES,Z4,Eighth Street East Residence Hall,555,,Eighth Street  NW,,,1
18010139,01/25/2018,23:54:00,01/26/2018,01:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway NW @ Means Street NW,,,,,,1
18010162,01/30/2018,11:15:00,01/30/2018,11:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,,351,,Ferst Drive  NW,,,1
18020227,02/08/2018,22:46:00,02/08/2018,23:45:00,2804,Possession of Stolen Property,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ Howell Mill  NW,,,,,,1
18020247,02/11/2018,20:12:00,02/11/2018,21:19:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z1,Ferst Drive  NW @ Atlantic Drive  NW,,,,,,1
18020252,02/12/2018,10:18:00,02/12/2018,11:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,PUB,Z2,Fifth Street @ Spring Street,,,,33.776853,-84.388807,1
18020272,02/15/2018,11:13:00,02/15/2018,12:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Smith Residence Hall,630,,William Street NW,,,1
18020386,02/26/2018,11:25:00,02/26/2018,11:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.778956412500001,-84.401314659600004,1
18030431,03/02/2018,17:36:00,03/02/2018,18:30:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18030452,03/06/2018,02:30:00,03/06/2018,03:44:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Waffle House,66,,Fifth Street  NW,33.776725,-84.389468,1
18020238,02/10/2018,04:09:00,02/10/2018,05:00:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,711,,Techwood Drive  NW,,,1
18020261,02/13/2018,13:42:00,02/13/2018,13:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18020319,02/20/2018,11:00:00,02/20/2018,11:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18030419,03/01/2018,17:52:00,03/01/2018,18:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,,,1
18030424,03/01/2018,15:30:00,03/02/2018,06:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,155,,North Avenue NW,33.771865,-84.393316,1
18030444,03/01/2018,08:30:00,03/01/2018,08:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,OFFCAM,,171,,17th Street,,,1
18030458,03/07/2018,11:30:00,03/07/2018,11:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center,740,,Ferst Drive NW,33.774833656299997,-84.403110789999999,1
18030478,03/10/2018,01:17:00,03/10/2018,02:15:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Third Street @ Techwood Drive,,,,33.771707325999998,-84.3912515496,1
18030512,03/06/2018,13:30:00,03/06/2018,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Health Center,740,,Ferst Drive  NW,,,1
18030663,03/31/2018,02:15:00,03/31/2018,02:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Towers Residence Hall,112,,Bobby Dodd Way NW,,,1
18040691,04/03/2018,19:21:00,04/03/2018,19:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Howey Physics Building   Parking Lot,800,,Atlantic Drive NW,33.7774229491,-84.398467142599998,1
18040705,04/05/2018,17:05:00,04/05/2018,17:23:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,,,,2
18040712,04/06/2018,12:49:00,04/06/2018,12:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Spring Street NW near Fifth Street NW,,,,,,1
18030546,03/17/2018,10:20:00,03/17/2018,11:22:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,Techwood Drive @ North Avenue,,,,33.771273,-84.392061,1
18030577,03/22/2018,21:07:00,03/22/2018,21:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Tenth Street  NW @ Northside Drive  NW,,,,33.781583,-84.407442,1
18040731,04/07/2018,22:45:00,04/08/2018,14:15:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z2,Smith Lot Behind Brown Residence Hall Parking Lot,600,BK,Techwood Drive,,,1
18040797,04/14/2018,19:51:00,04/14/2018,20:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA South,120,,North Avenue NW,,,1
18040819,04/17/2018,10:37:00,04/17/2018,10:59:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.774833656299997,-84.403110789999999,1
18040861,04/21/2018,07:34:00,04/21/2018,07:34:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z2,Centergy Building,75,,Fifth Street  NW,,,1
18040896,04/26/2018,21:07:00,04/26/2018,21:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,West Village Dining Commons,532,,Eighth Street NW,33.779285,-84.404688,1
18040912,04/28/2018,02:42:00,04/28/2018,03:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,33.770119840900001,-84.391353516400002,1
18050963,05/03/2018,20:15:00,05/03/2018,20:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Griffin Track   342   Z1,930,,Fowler Street NW,,,1
18050985,05/05/2018,18:24:00,05/05/2018,19:40:00,1313,Simple Assault/Battery,Closed/Cleared,Cleared by Arrest,ONCAM,Z4,NARA Building,505,,Tech Way NW,,,1
18051019,05/09/2018,12:30:00,05/09/2018,13:00:00,2308,Larceny - From Building,Inactive,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18051125,05/25/2018,06:41:00,05/25/2018,07:17:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,890,,Curran Street NW,33.7791074274,-84.406624872899997,1
18040862,04/21/2018,08:20:00,04/21/2018,08:23:00,1316,Terroristic Threats/Intimidation,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street NW,33.77668,-84.38863,1
18040888,04/26/2018,01:55:00,04/26/2018,02:13:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Christian Campus Fellowship,767,,Techwood Drive  NW,33.775606214200003,-84.3916148542,1
18040908,04/27/2018,21:19:00,04/27/2018,21:30:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,North Avenue  NW @ State Street  NW,,,,,,1
18050940,05/01/2018,23:24:00,05/02/2018,00:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Shirley Clements Mewborn Field,935,,Fowler Street,33.779233098799999,-84.393197336100002,1
18050979,05/05/2018,10:03:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments  191  Z2,120,,North Avenue NW,33.770119840900001,-84.391353516400002,1
18050997,03/21/2018,13:30:00,05/07/2018,06:30:00,2308,Larceny - From Building,Closed/Cleared,,ONCAM,Z1,Boggs Building,770,,State Street  NW,33.7738,-84.3945,1
18051056,05/14/2018,12:15:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Tenth Street at State Street  NW,,,,,,2
18051131,05/27/2018,15:39:00,05/27/2018,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,,555,,Fourtenth Street  NW,,,1
18061224,06/13/2018,09:00:00,06/13/2018,09:10:00,2399,Larceny Offense Free Text,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Global Learning Center   170   Z2,84,,Fifth Street NW,33.776329337999996,-84.389951850599999,1
18061250,06/16/2018,10:58:00,06/16/2018,11:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,118,,Bobby Dodd Way NW,33.7734220726,-84.3916112016,1
18061260,06/18/2018,11:14:00,06/18/2018,11:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Gilbert Price Library,,,,,,1
18061265,06/18/2018,18:00:00,06/18/2018,18:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,35,,Ferst Drive  NW,33.7736674,-84.3994973,1
18030602,03/26/2018,10:34:00,03/26/2018,10:34:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building,353,,Ferst Drive  NW,33.774350440299997,-84.399552469699998,1
18030657,03/30/2018,13:00:00,03/30/2018,14:00:00,2205,Burglary - No Forced Entry -NonResidence,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Savant Building,631,,Cherry Street NW,33.772087451399997,-84.395266793499999,1
18040799,04/14/2018,20:47:00,04/14/2018,23:40:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,Z2,North Avenue  NW @ State Street  NW,,,,,,1
18040809,04/10/2018,15:00:00,04/10/2018,15:30:00,2399,Larceny Offense Free Text,Further Investigation,,ONCAM,Z4,Printing and Copying Services   138   Z4,811,,Marietta Street NW,33.7747282547,-84.4054739197,1
18040829,04/18/2018,13:00:00,04/18/2018,13:45:00,2308,Larceny - From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,,,1
18040853,04/20/2018,16:26:00,04/20/2018,16:32:00,3512,Heroin - Possession Of,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center Commons,301,,Ferst Drive  NW,33.7741360837,-84.398818020899995,1
18040873,04/24/2018,02:16:00,04/24/2018,02:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive,33.7788451431,-84.3984765761,1
18040906,04/27/2018,16:00:00,04/27/2018,16:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,North Campus Parking Deck,,,STATE ST NW,33.780134924599999,-84.398447156000003,1
18040926,04/30/2018,13:51:00,04/30/2018,14:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Alpha Gamma Delta,177,,Ferst Drive  NW,,,1
18050935,03/28/2018,06:50:00,05/01/2018,06:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,Unfounded,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive  NW,33.774833656299997,-84.403110789999999,1
18050947,04/26/2018,16:05:00,05/02/2018,17:30:00,2308,Larceny - From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,D.M. Smith Building,685,,Cherry Street NW,,,1
18020384,02/26/2018,11:14:00,02/26/2018,11:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Fulmer Residence Hall,871,,McMillan Street NW,33.778647731100001,-84.403883816000004,1
18020403,02/28/2018,13:00:00,02/28/2018,13:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z4,Ferst Drive @ Regents Drive,,,,,,2
18030428,03/02/2018,17:20:00,03/02/2018,17:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street  NW,,,1
18030619,03/27/2018,12:00:00,03/27/2018,12:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18040753,04/09/2018,21:33:00,04/10/2018,03:15:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z4,Paper Tricentennial Building,500,,10th Street  NW,,,1
18040774,04/12/2018,12:00:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,College of Architecture East   76   Z3,245,,Fourth Street  NW,33.775975305499998,-84.395381355500007,1
18040791,04/12/2018,10:00:00,04/12/2018,19:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Beringause Building,879,,Hemphill Avenue  NW,,,1
18040810,04/13/2018,16:00:00,04/16/2018,08:15:00,2903,Damage to Property - Public,Further Investigation,,ONCAMRES,Z2,North Avenue Apartments  191  Z2,120,,North Avenue NW,33.770119840900001,-84.391353516400002,1
18040857,04/21/2018,01:29:00,04/21/2018,02:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Center Street Apartments,939,,Hemphill Avenue  NW,33.780051239800002,-84.401987856700003,1
18040877,04/24/2018,09:00:00,04/24/2018,14:50:00,9999,Non-Crime (not reported to state),Inactive,,ONCAM,Z3,Student Center,350,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18040898,04/26/2018,22:39:00,04/26/2018,23:44:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Techwood Drive NW /  Fifth Street NW,,,1
18040931,04/30/2018,22:40:00,04/30/2018,22:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z4,Ferst Drive @ Sixth Street,,,,,,1
18020300,02/17/2018,15:50:00,02/17/2018,22:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Instructional Center,759,,Ferst Drive,,,1
18020305,02/19/2018,02:16:00,02/19/2018,02:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Center Street Apartments,939,,Hemphill Avenue NW,,,1
18020320,02/20/2018,11:30:00,02/20/2018,11:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18020325,02/20/2018,17:15:00,02/20/2018,17:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Cherry Emerson Building,310,,Ferst Drive NW,33.777931481499998,-84.397207011700004,1
18030420,03/01/2018,23:58:00,03/01/2018,23:59:00,5499,Traffic Offense (describe offense),Closed/Cleared,,PUB,Z2,North Avenue NW @ Cherry Street NW,,,,,,1
18030425,03/02/2018,11:48:00,03/02/2018,12:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18030445,03/05/2018,11:40:00,03/05/2018,12:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street  NW,33.77668,-84.38863,1
18030506,03/13/2018,21:16:00,03/13/2018,,9999W,,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,10th Street  NW @ Hemphill Avenue  NW,,,,,,1
18030530,03/15/2018,19:30:00,03/16/2018,08:00:00,2199,Extortion Offense Free Text,Further Investigation,,NONCAM,Z1,,100,,Tenth Street NW,33.778956412500001,-84.401314659600004,1
18030606,03/26/2018,14:24:00,03/26/2018,14:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Boggs Building,770,,State Street  NW,,,1
18030612,03/26/2018,23:09:00,03/27/2018,00:17:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,GTRI Conference Center Parking Deck,250,,Fourteenth Street  NW,,,1
18030626,03/15/2018,13:00:00,03/27/2018,19:59:00,2205,Burglary - No Forced Entry -NonResidence,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,NAA North Parking Deck   191   Z2,120,,North Avenue NW,33.770600,-84.391865,1
18010035,01/10/2018,09:40:00,01/10/2018,09:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,155,,North Avenue NW,33.771865,-84.393316,1
18010099,01/20/2018,01:21:00,01/20/2018,01:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Freeman Residence Hall,835,,McMillan Street NW,,,1
18020264,02/14/2018,14:40:00,02/14/2018,14:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Tenth Street  NW @ Atlantic Drive  NW,,,,,,1
18020293,02/17/2018,00:36:00,02/17/2018,00:38:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z1,Center Street Apartments,939,,Hemphill Avenue NW,,,1
18020316,02/20/2018,02:15:00,02/20/2018,03:59:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,33.771335,-84.388862,1
18030507,03/13/2018,01:12:00,03/13/2018,22:30:00,5299,Weapons Violation Offense Free Text,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,,33.778956412500001,-84.401314659600004,1
18030527,03/16/2018,00:29:00,03/16/2018,01:10:00,9999W,,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW at Hampton Street  NW,,,,,,1
18030533,03/16/2018,13:34:00,03/16/2018,14:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments,555,,Eighth Street NW,33.780128725799997,-84.405138647100003,1
18030547,03/17/2018,14:38:00,03/17/2018,15:32:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street  NW at Hemphill Avenue  NW,,,,,,2
18030594,03/25/2018,02:07:00,03/25/2018,03:01:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,33.777014,-84.390407,1
18040674,03/30/2018,17:00:00,03/31/2018,09:24:00,2902,Damage to Property - Private,Further Investigation,,ONCAM,Z2,North Avenue Apartments  191  Z2,120,,North Avenue NW,33.770119840900001,-84.391353516400002,1
18040891,04/26/2018,16:50:00,04/26/2018,17:01:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,Z2,3rd Street @ West Peachtree Street,,,,,,1
18010016,01/04/2018,08:25:00,01/04/2018,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building Lot (North),760,,State Street,,,1
18010038,01/10/2018,12:01:00,01/10/2018,12:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Gray House/Hayes House,733,,Techwood Drive NW,,,1
18010065,01/13/2018,20:46:00,01/13/2018,21:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Spring Street  NW at Lynden Avenue  NW,,,,33.770040,-84.388883,1
18010069,01/14/2018,16:41:00,01/14/2018,17:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,NORTH AVE NW,,,1
18020181,01/31/2018,19:31:00,01/31/2018,19:39:00,2599,Counterfeiting Free Text,Inactive,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,,,1
18020195,02/03/2018,01:20:00,02/03/2018,01:20:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Tenth Street NW / Fowler Street NW,,,1
18020267,02/14/2018,20:24:00,02/14/2018,21:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Eighth Street  NW,,,,,,1
18030471,03/08/2018,14:31:00,03/08/2018,15:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,ONCAM,Z1,,,,Fowler Street NW @ 10th Street NW,,,1
18030501,03/13/2018,10:04:00,03/13/2018,11:05:00,5404,Driving Under the Influence of Alcohol,Further Investigation,Cleared by Arrest,ONCAM,Z1,Georgia Public Broadcasting - GTRI  141A  Z1,260,,Fourteenth Street NW,33.7858,-84.3956,1
18030518,03/15/2018,09:30:00,,,9999W,,Closed/Cleared,Cleared by Arrest,NONCAM,Z2,CODA Building   826   Z2,756,,West Peachtree Street NW,33.7752608303,-84.3876361753,1
18030521,03/15/2018,13:00:00,03/15/2018,13:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ferst Drive NW @ Fowler Street NW,,,,,,1
18030564,03/21/2018,16:00:00,03/21/2018,16:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,33.7741360837,-84.398818020899995,1
18010002,01/01/2018,15:28:00,01/01/2018,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue  NW,33.7800571006,-84.4035189284,1
18010022,01/07/2018,04:30:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7750811266,-84.3943248793,1
18010057,01/12/2018,21:07:00,01/12/2018,22:30:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,,,,,,,1
18010102,01/20/2018,19:50:00,01/20/2018,19:55:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Parking and Transportaiton Services,828,,West Peachtree Street NW,33.776280525200001,-84.3880186544,1
18010122,01/24/2018,10:00:00,01/24/2018,10:10:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Skiles Classroom Building,686,,Cherry Street  NW,,,1
18010142,01/22/2018,07:00:00,01/25/2018,11:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.778956412500001,-84.401314659600004,1
18010165,01/23/2018,09:00:00,01/23/2018,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,College of Computing,801,,Atlantic Drive  NW,,,1
18020219,02/07/2018,13:24:00,02/07/2018,13:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,,,1
18020232,02/09/2018,16:42:00,02/09/2018,16:42:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z3,Great Clips Technology Square,74,,5th Street  NW,,,1
18020315,02/19/2018,23:53:00,02/19/2018,23:53:00,3562,Marijuana - Possession of,Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Fowler Street NW/ Eighth Street NW,,,1
18020352,02/23/2018,00:18:00,02/23/2018,12:30:00,3542,Synthetic Narcotic - Possession of,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,14th Steet  NW @ Francis Street  NW,,,,,,1
18020354,02/22/2018,23:48:00,02/23/2018,04:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18010003,01/01/2018,16:27:00,01/01/2018,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science & Engineering Building,901,,Atlantic Drive NW,,,1
18010023,01/07/2018,00:00:00,01/07/2018,04:00:00,2902,Damage to Property - Private,Closed/Cleared,Victim/Witness Refused to Cooperate,NONCAM,Z2,Kappa Alpha Fraternity,801,,Techwood Drive  NW,33.7765130647,-84.3916827264,1
18010043,01/10/2018,19:49:00,01/10/2018,20:20:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Fourteenth Street  NW @ Tumlin Street  NW,,,,,,1
18010101,01/20/2018,08:56:00,01/20/2018,09:00:00,2204,Burglary - No Forced Entry - Residence,Inactive,,NONCAM,Z2,,,,,,,1
18010121,01/23/2018,19:55:00,01/23/2018,20:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,,,,1
18010141,01/26/2018,05:00:00,01/26/2018,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,155,,North Avenue NW,33.771865,-84.393316,1
18020192,02/02/2018,15:02:00,02/02/2018,16:32:00,2903,Damage to Property - Public,Closed/Cleared,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,,,1
18020203,02/04/2018,01:41:00,02/04/2018,02:09:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Hanson Residence Hall,109,,Bobby Dodd Way NW,33.7741941966,-84.390936214000007,1
18020243,02/11/2018,18:00:00,02/11/2018,19:40:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,,,2
18020254,02/12/2018,11:21:00,02/12/2018,11:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Tech Green   358   Z3,725,,Atlantic Drive NW,33.77464,-84.39732,1
18020274,01/16/2018,02:00:00,02/15/2018,16:26:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Closed/Cleared,Unfounded,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18020314,02/19/2018,17:34:00,02/19/2018,18:24:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Tenth Street @ Northside Drive NW,,,1
18020402,02/28/2018,08:41:00,02/28/2018,09:00:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,PUB,Z2,Waffle House,66,,Fifth Street NW,33.776725,-84.389468,1
18040689,04/02/2018,20:30:00,04/03/2018,16:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street  NW,33.77668,-84.38863,1
18040702,04/05/2018,12:34:00,04/05/2018,12:39:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,,North Campus Parking Deck   148   Z1,352,,Peachtree Place NW,33.780134924599999,-84.398447156000003,1
18040722,04/07/2018,01:27:00,04/07/2018,01:44:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Catholic Center,172,,Fourth Street  NW,33.775156,-84.391976,1
18040742,04/09/2018,13:50:00,04/09/2018,19:01:00,2902,Damage to Property - Private,Inactive,,ONCAM,Z3,Clydeck,391,,Ferst Drive NW,33.774173099499997,-84.400583143299997,1
18040760,04/11/2018,16:25:00,04/11/2018,16:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,NONCAM,Z4,,,,Tenth Street @ Northside Drive NW,33.781583,-84.407442,1
18040793,04/13/2018,17:55:00,04/13/2018,18:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,,,,1
18040850,04/19/2018,19:00:00,04/19/2018,21:00:00,2602,Fraud - Swindle,Inactive,,ONCAM,Z3,Manufacturing Related Disciplines Complex,801,,Ferst Drive  NW,,,1
18040852,03/06/2018,08:36:00,04/20/2018,15:58:00,2404,Theft of Automobile,Inactive,,ONCAM,Z4,IPST,500,,Tenth Street  NW,,,1
